rvno	rno	like
7176	15593	2
7177	15598	1
7178	15600	5
7179	15601	1
7180	15603	2
7181	15604	3
7182	15610	2
7183	15611	2
7184	15612	1
7185	15615	2
7186	15616	1
7187	15617	1
7188	15618	5
7189	15619	5
7190	15621	4
7191	15622	4
7192	15624	2
7193	15629	3
7194	15630	3
7195	15631	1
7196	15632	4
7197	15635	5
7198	15636	4
7199	15639	1
7200	15640	1
7201	15641	3
7202	15643	1
7203	15644	5
7204	15645	1
7205	15648	1
7206	15649	5
7207	15651	1
7208	15652	2
7209	15653	1
7210	15654	1
7211	15655	4
7212	15657	2
7213	15658	4
7214	15660	3
7215	15661	4
7216	15663	4
7217	15664	1
7218	15667	3
7219	15671	4
7220	15675	4
7221	15678	3
7222	15679	4
7223	15680	4
7224	15681	5
7225	15684	5
7226	15685	4
7227	15690	4
7228	15691	1
7229	15697	1
7230	15700	1
7231	15704	2
7232	15705	3
7233	15706	4
7234	15709	1
7235	15710	1
7236	15711	5
7237	15714	5
7238	15715	4
7239	15716	3
7240	15717	5
7241	15719	1
7242	15723	4
7243	15725	5
7244	15726	3
7245	15727	4
7246	15728	3
7247	15729	5
7248	15730	1
7249	15737	2
7250	15739	2
7251	15740	1
7252	15741	5
7253	15742	4
7254	15744	3
7255	15746	3
7256	15747	3
7257	15749	1
7258	15750	3
7259	15753	3
7260	15754	3
7261	15759	4
7262	15760	3
7263	15761	3
7264	15765	1
7265	15767	2
7266	15768	4
7267	15769	4
7268	15770	1
7269	15771	1
7270	15772	1
7271	15776	1
7272	15778	3
7273	15779	5
7274	15780	5
7275	15782	5
7276	15785	4
7277	15786	1
7278	15789	1
7279	15790	3
7280	15792	2
7281	15798	3
7282	15800	1
7283	15803	4
7284	15804	1
7285	15805	1
7286	15807	1
7287	15808	2
7288	15809	3
7289	15810	5
7290	15811	5
7291	15815	2
7292	15818	2
7293	15819	3
7294	15823	2
7295	15824	2
7296	15826	5
7297	15828	2
7298	15829	3
7299	15830	5
7300	15831	1
7301	15832	3
7302	15834	3
7303	15836	4
7304	15837	3
7305	15840	1
7306	15842	1
7307	15844	5
7308	15845	5
7309	15849	2
7310	15850	4
7311	15852	4
7312	15855	2
7313	15856	1
7314	15857	2
7315	15858	1
7316	15861	2
7317	15862	5
7318	15863	3
7319	15865	2
7320	15867	4
7321	15871	3
7322	15873	3
7323	15875	5
7324	15876	3
7325	15877	4
7326	15880	4
7327	15881	2
7328	15883	5
7329	15887	3
7330	15889	3
7331	15893	1
7332	15899	3
7333	15900	2
7334	15901	3
7335	15902	4
7336	15903	3
7337	15904	5
7338	15906	4
7339	15908	3
7340	15909	2
7341	15917	3
7342	15918	5
7343	15922	1
7344	15925	5
7345	15929	4
7346	15930	2
7347	15931	2
7348	15932	5
7349	15933	1
7350	15934	4
7351	15936	2
7352	15939	3
7353	15942	5
7354	15943	1
7355	15944	4
7356	15945	5
7357	15946	4
7358	15947	5
7359	15948	3
7360	15949	4
7361	15950	1
7362	15951	4
7363	15956	3
7364	15957	5
7365	15958	1
7366	15959	1
7367	15960	2
7368	15961	1
7369	15964	2
7370	15966	2
7371	15970	5
7372	15972	1
7373	15974	1
7374	15977	5
7375	15978	2
7376	15981	4
7377	15982	3
7378	15985	3
7379	15987	2
7380	15988	3
7381	15989	5
7382	15993	4
7383	15995	5
7384	15997	3
7385	15998	1
7386	16005	4
7387	16006	1
7388	16008	2
7389	16012	3
7390	16015	2
7391	16016	1
7392	16017	5
7393	16018	1
7394	16020	3
7395	16022	1
7396	16023	4
7397	16024	3
7398	16026	4
7399	16027	2
7400	16028	4
7401	16032	1
7402	16033	1
7403	16038	4
7404	16040	2
7405	16041	3
7406	16043	3
7407	16045	2
7408	16047	3
7409	16053	4
7410	16055	5
7411	16056	4
7412	16057	4
7413	16058	3
7414	16060	3
7415	16061	1
7416	16068	4
7417	16069	2
7418	16071	2
7419	16072	4
7420	16076	5
7421	16078	5
7422	16083	1
7423	16087	1
7424	16092	3
7425	16093	2
7426	16096	2
7427	16098	3
7428	16102	4
7429	16103	4
7430	16105	2
7431	16106	3
7432	16115	1
7433	16116	3
7434	16118	1
7435	16120	2
7436	16121	2
7437	16122	4
7438	16123	1
7439	16124	5
7440	16126	5
7441	16127	4
7442	16131	3
7443	16134	2
7444	16136	2
7445	16139	4
7446	16143	3
7447	16150	5
7448	16151	5
7449	16152	4
7450	16153	5
7451	16158	2
7452	16161	3
7453	16167	5
7454	16168	3
7455	16170	1
7456	16174	5
7457	16175	2
7458	16178	4
7459	16180	1
7460	16181	3
7461	16182	1
7462	16183	1
7463	16187	1
7464	16188	3
7465	16189	2
7466	16195	5
7467	16196	1
7468	16198	2
7469	16203	5
7470	16204	2
7471	16205	1
7472	16207	3
7473	16210	4
7474	16217	5
7475	16218	5
7476	16219	4
7477	16220	3
7478	16223	3
7479	16224	5
7480	16225	5
7481	16226	4
7482	16228	2
7483	16231	5
7484	16237	2
7485	16238	2
7486	16239	3
7487	16241	3
7488	16243	1
7489	16245	2
7490	16246	4
7491	16247	3
