rno	uno	mno	date	time	adult	Teenager	senior	seat	coupon	price
350	44	18	2025-06-29	8:00:00	3	0	0	D04,D05,D06	1	19800
351	41	18	2025-06-29	20:00:00	2	0	2	F03,F04,F05,F06	0	56000
352	56	18	2025-06-29	11:00:00	0	2	2	B03,B04,B05,B06	1	34000
353	87	61	2025-06-30	14:00:00	2	2	1	C05,C06,C07,C08,C09	1	56000
354	27	61	2025-06-30	14:00:00	0	1	2	A02,A03,A04	2	28400
355	8	8	2025-06-30	23:00:00	3	2	0	F02,F03,F04,F05,F06	2	74800
356	67	61	2025-06-30	11:00:00	1	0	2	B05,B06,B07	1	20000
357	32	8	2025-06-30	20:00:00	1	0	0	F05	1	0
358	2	5	2025-06-30	14:00:00	3	2	0	G05,G06,G07,G08,G09	2	74800
359	81	3	2025-06-30	14:00:00	3	0	0	F05,F06,F07	1	36000
360	6	18	2025-06-30	23:00:00	0	0	2	F03,F04	1	10000
361	75	3	2025-06-30	8:00:00	1	0	0	D01	0	12600
362	43	3	2025-06-30	11:00:00	1	0	2	F03,F04,F05	0	38000
363	40	3	2025-06-30	14:00:00	0	2	1	E02,E03,E04	0	38000
364	26	5	2025-06-30	11:00:00	2	2	1	A02,A03,A04,A05,A06	0	74000
365	9	5	2025-06-30	23:00:00	1	1	0	F03,F04	2	24800
366	97	5	2025-06-30	8:00:00	3	0	1	F04,F05,F06,F07	2	37600
367	39	8	2025-06-30	8:00:00	3	2	0	D03,D04,D05,D06,D07	1	39400
368	78	8	2025-06-30	17:00:00	0	2	2	C01,C02,C03,C04	0	48000
369	100	8	2025-06-30	8:00:00	3	0	0	C05,C06,C07	1	19800
370	50	8	2025-06-30	23:00:00	2	0	2	C05,C06,C07,C08	0	56000
371	81	8	2025-06-30	23:00:00	2	2	0	B01,B02,B03,B04	0	64000
372	14	8	2025-06-30	17:00:00	1	2	0	F03,F04,F05	2	38800
373	35	5	2025-06-30	20:00:00	3	1	1	C01,C02,C03,C04,C05	1	60000
374	74	18	2025-06-30	14:00:00	2	1	2	C03,C04,C05,C06,C07	1	52000
375	11	18	2025-06-30	8:00:00	2	1	2	B02,B03,B04,B05,B06	0	49000
376	49	18	2025-06-30	20:00:00	1	2	0	A02,A03,A04	0	46000
377	21	1	2025-06-30	20:00:00	0	2	0	H02,H03	0	28000
378	11	3	2025-06-30	8:00:00	1	2	0	D01,D02,D03	2	25000
379	57	3	2025-06-30	23:00:00	0	0	2	D03,D04	1	10000
380	64	61	2025-06-30	20:00:00	1	2	2	F05,F06,F07,F08,F09	2	58800
381	32	61	2025-06-30	23:00:00	1	1	2	C01,C02,C03,C04	2	44800
382	51	8	2025-06-30	8:00:00	3	0	1	F03,F04,F05,F06	0	44800
383	33	5	2025-06-30	8:00:00	3	0	0	A03,A04,A05	2	30600
384	69	3	2025-06-30	14:00:00	2	1	2	D01,D02,D03,D04,D05	2	62800
385	95	3	2025-06-30	23:00:00	1	0	2	B03,B04,B05	1	20000
386	85	18	2025-06-30	17:00:00	1	1	2	B05,B06,B07,B08	2	44800
387	21	18	2025-06-30	11:00:00	0	2	2	F03,F04,F05,F06	2	42400
388	65	1	2025-06-30	17:00:00	2	2	0	H03,H04,H05,H06	2	56800
389	79	3	2025-06-30	23:00:00	1	0	2	F02,F03,F04	0	38000
390	92	3	2025-06-30	11:00:00	1	0	2	D03,D04,D05	2	30800
391	8	1	2025-06-30	11:00:00	0	0	1	D04	0	10000
392	9	1	2025-06-30	11:00:00	2	0	2	G04,G05,G06,G07	2	48800
393	79	5	2025-06-30	17:00:00	0	2	0	E02,E03	0	28000
394	26	61	2025-06-30	8:00:00	3	0	1	E02,E03,E04,E05	2	37600
395	69	61	2025-06-30	11:00:00	1	1	1	B05,B06,B07	0	42000
396	17	61	2025-06-30	17:00:00	2	2	1	E04,E05,E06,E07,E08	1	56000
397	4	8	2025-06-30	20:00:00	2	2	0	E02,E03,E04,E05	0	64000
398	80	61	2025-06-30	14:00:00	1	1	0	E01,E02	0	32000
399	93	8	2025-06-30	17:00:00	2	1	2	E03,E04,E05,E06,E07	1	52000
400	57	8	2025-06-30	11:00:00	2	0	0	D03,D04	2	28800
401	15	5	2025-06-30	11:00:00	3	0	2	F02,F03,F04,F05,F06	1	56000
402	28	5	2025-06-30	11:00:00	2	2	1	F02,F03,F04,F05,F06	1	56000
403	72	5	2025-06-30	8:00:00	2	2	0	C02,C03,C04,C05	1	26800
404	78	18	2025-06-30	8:00:00	3	1	0	A05,A06,A07,A08	2	40400
405	24	3	2025-06-30	23:00:00	0	2	0	F02,F03	1	14000
406	100	18	2025-06-30	23:00:00	1	2	0	F03,F04,F05	0	46000
407	33	3	2025-06-30	17:00:00	2	1	2	C02,C03,C04,C05,C06	1	52000
408	42	1	2025-06-30	11:00:00	0	2	0	E05,E06	0	28000
409	26	1	2025-06-30	17:00:00	2	0	0	F05,F06	0	36000
410	33	61	2025-06-30	20:00:00	2	2	1	G04,G05,G06,G07,G08	0	74000
411	1	61	2025-06-30	8:00:00	2	2	1	D05,D06,D07,D08,D09	0	51800
412	29	61	2025-06-30	20:00:00	0	2	1	B01,B02,B03	2	32400
413	59	61	2025-06-30	14:00:00	1	0	2	B05,B06,B07	1	20000
414	7	8	2025-06-30	20:00:00	0	1	1	A02,A03	1	10000
415	1	61	2025-06-30	14:00:00	2	1	1	D03,D04,D05,D06	1	42000
416	45	8	2025-06-30	8:00:00	0	1	1	B01,B02	0	16800
417	21	8	2025-06-30	23:00:00	3	0	2	A05,A06,A07,A08,A09	2	66800
418	39	5	2025-06-30	8:00:00	3	0	0	F02,F03,F04	0	37800
419	31	18	2025-06-30	11:00:00	2	1	0	E04,E05,E06	1	32000
420	71	18	2025-06-30	11:00:00	2	0	1	D01,D02,D03	2	38800
421	18	3	2025-06-30	20:00:00	2	2	1	D01,D02,D03,D04,D05	0	74000
422	27	3	2025-06-30	17:00:00	0	1	0	C01	2	8400
423	83	1	2025-06-30	8:00:00	0	2	1	D04,D05,D06	0	26600
424	23	5	2025-06-30	8:00:00	2	0	0	G01,G02	0	25200
425	50	5	2025-06-30	17:00:00	0	2	1	E03,E04,E05	1	24000
426	44	1	2025-06-30	20:00:00	3	0	0	B01,B02,B03	1	36000
427	13	5	2025-06-30	11:00:00	0	1	1	G05,G06	0	24000
428	61	61	2025-06-30	17:00:00	0	0	2	D01,D02	0	20000
429	8	61	2025-06-30	20:00:00	1	0	1	G03,G04	1	10000
430	21	8	2025-06-30	23:00:00	0	0	1	E03	0	10000
431	21	8	2025-06-30	11:00:00	3	0	1	C03,C04,C05,C06	0	64000
432	48	3	2025-06-30	17:00:00	2	2	1	D04,D05,D06,D07,D08	1	56000
433	71	3	2025-06-30	11:00:00	0	1	0	E04	2	8400
434	88	5	2025-06-30	17:00:00	2	1	1	D01,D02,D03,D04	2	52800
435	23	3	2025-06-30	14:00:00	3	2	0	D03,D04,D05,D06,D07	1	64000
436	76	3	2025-06-30	17:00:00	0	2	1	B05,B06,B07	0	38000
437	2	3	2025-06-30	11:00:00	0	2	2	A05,A06,A07,A08	0	48000
438	1	1	2025-06-30	14:00:00	3	1	1	H03,H04,H05,H06,H07	1	60000
439	68	3	2025-06-30	11:00:00	2	0	2	F04,F05,F06,F07	2	48800
440	4	1	2025-06-30	17:00:00	2	2	0	D04,D05,D06,D07	1	46000
441	22	5	2025-06-30	8:00:00	1	1	1	G01,G02,G03	2	22200
442	62	1	2025-06-30	23:00:00	0	2	0	A04,A05	1	14000
443	33	3	2025-06-30	8:00:00	1	0	0	D01	1	0
444	19	1	2025-06-30	11:00:00	1	1	0	B01,B02	1	14000
445	35	5	2025-06-30	14:00:00	0	2	2	A01,A02,A03,A04	2	42400
446	85	1	2025-06-30	23:00:00	1	2	2	E04,E05,E06,E07,E08	2	58800
447	58	5	2025-06-30	8:00:00	0	0	2	G01,G02	1	4000
448	23	8	2025-06-30	14:00:00	1	2	0	F01,F02,F03	2	38800
449	98	61	2025-06-30	23:00:00	3	0	1	D04,D05,D06,D07	1	46000
450	76	61	2025-06-30	20:00:00	0	1	2	E03,E04,E05	0	34000
451	19	8	2025-06-30	20:00:00	3	0	2	F05,F06,F07,F08,F09	1	56000
452	99	5	2025-06-30	20:00:00	2	0	2	A04,A05,A06,A07	2	48800
453	7	5	2025-06-30	14:00:00	1	1	0	G04,G05	1	14000
454	91	5	2025-06-30	8:00:00	1	0	2	C03,C04,C05	0	26600
455	18	5	2025-06-30	14:00:00	2	1	2	B05,B06,B07,B08,B09	2	62800
456	16	18	2025-06-30	20:00:00	2	2	0	F03,F04,F05,F06	1	46000
457	21	3	2025-06-30	23:00:00	2	0	1	A05,A06,A07	0	46000
458	47	5	2025-06-30	17:00:00	2	1	1	C04,C05,C06,C07	1	42000
459	41	1	2025-06-30	11:00:00	1	0	1	E01,E02	0	28000
460	20	5	2025-06-30	8:00:00	1	0	2	B01,B02,B03	0	26600
461	64	1	2025-06-30	20:00:00	3	1	0	A03,A04,A05,A06	2	60800
462	22	1	2025-06-30	23:00:00	1	2	2	F02,F03,F04,F05,F06	1	48000
463	80	1	2025-06-30	17:00:00	1	2	1	D05,D06,D07,D08	1	38000
464	95	61	2025-06-30	11:00:00	1	0	1	G03,G04	2	20800
465	48	61	2025-06-30	17:00:00	0	0	1	A03	1	0
466	62	8	2025-06-30	23:00:00	2	0	1	E01,E02,E03	0	46000
467	35	8	2025-06-30	11:00:00	1	2	0	F04,F05,F06	2	38800
468	60	8	2025-06-30	14:00:00	1	0	2	F03,F04,F05	1	20000
469	1	8	2025-06-30	8:00:00	1	1	0	E01,E02	0	22400
470	59	61	2025-06-30	14:00:00	2	1	0	D05,D06,D07	0	50000
471	80	8	2025-06-30	20:00:00	0	1	2	F03,F04,F05	0	34000
472	71	8	2025-06-30	20:00:00	3	1	1	C01,C02,C03,C04,C05	1	60000
473	56	3	2025-06-30	11:00:00	0	1	0	C01	2	8400
474	93	18	2025-06-30	20:00:00	1	1	1	E03,E04,E05	0	42000
475	52	18	2025-06-30	11:00:00	1	0	0	D05	2	10800
476	37	18	2025-06-30	20:00:00	0	1	2	C05,C06,C07	1	20000
477	28	18	2025-06-30	8:00:00	1	2	0	F01,F02,F03	0	32200
478	71	1	2025-06-30	8:00:00	2	1	2	B01,B02,B03,B04,B05	2	41800
479	75	3	2025-06-30	23:00:00	3	1	1	F01,F02,F03,F04,F05	0	78000
480	96	5	2025-06-30	8:00:00	1	0	0	B02	2	5400
481	2	5	2025-06-30	23:00:00	3	0	1	B04,B05,B06,B07	1	46000
482	87	5	2025-06-30	11:00:00	2	1	1	C04,C05,C06,C07	1	42000
483	33	1	2025-06-30	11:00:00	2	1	2	A02,A03,A04,A05,A06	0	70000
484	11	1	2025-06-30	8:00:00	3	2	0	B05,B06,B07,B08,B09	2	50200
485	58	61	2025-06-30	14:00:00	2	1	1	C04,C05,C06,C07	2	52800
486	43	61	2025-06-30	20:00:00	0	1	2	F05,F06,F07	2	28400
487	53	61	2025-06-30	23:00:00	3	2	0	G03,G04,G05,G06,G07	0	82000
488	14	8	2025-06-30	11:00:00	2	2	0	A02,A03,A04,A05	2	56800
489	78	8	2025-06-30	14:00:00	1	0	2	B01,B02,B03	2	30800
490	63	8	2025-06-30	14:00:00	0	2	0	A05,A06	1	14000
491	54	5	2025-06-30	11:00:00	0	2	1	E03,E04,E05	1	24000
492	50	18	2025-06-30	23:00:00	3	1	0	B01,B02,B03,B04	2	60800
493	19	3	2025-06-30	8:00:00	2	2	0	A04,A05,A06,A07	2	37600
494	88	5	2025-06-30	11:00:00	1	2	0	C03,C04,C05	0	46000
495	61	18	2025-06-30	20:00:00	0	1	1	C04,C05	2	18400
496	75	3	2025-06-30	20:00:00	3	0	1	B03,B04,B05,B06	2	56800
497	35	3	2025-06-30	11:00:00	3	1	1	D03,D04,D05,D06,D07	2	70800
498	41	5	2025-06-30	14:00:00	0	0	1	E03	2	6000
499	2	1	2025-06-30	23:00:00	2	1	0	B04,B05,B06	1	32000
500	64	1	2025-06-30	8:00:00	1	1	2	E04,E05,E06,E07	1	18400
501	94	3	2025-06-30	17:00:00	4	0	0	C05,C06,C07,C08	0	72000
502	35	1	2025-06-30	23:00:00	1	0	1	E05,E06	2	20800
503	18	61	2025-06-30	8:00:00	2	0	0	F03,F04	0	25200
504	80	61	2025-06-30	23:00:00	3	0	0	A03,A04,A05	2	46800
505	75	61	2025-06-30	8:00:00	1	0	0	G01	1	0
506	89	8	2025-06-30	23:00:00	1	2	2	A03,A04,A05,A06,A07	2	58800
507	83	61	2025-06-30	11:00:00	0	0	2	C05,C06	1	10000
508	98	8	2025-06-30	23:00:00	0	0	2	B03,B04	2	16000
509	25	8	2025-06-30	14:00:00	3	0	0	E05,E06,E07	2	46800
510	6	8	2025-06-30	23:00:00	1	0	0	B02	0	18000
511	3	5	2025-06-30	17:00:00	3	1	1	E04,E05,E06,E07,E08	0	78000
512	65	3	2025-06-30	20:00:00	3	1	1	A03,A04,A05,A06,A07	1	60000
513	53	3	2025-06-30	11:00:00	3	0	2	B04,B05,B06,B07,B08	2	66800
514	21	3	2025-06-30	20:00:00	0	0	1	A05	1	0
515	12	3	2025-06-30	17:00:00	1	1	0	D02,D03	1	14000
516	52	1	2025-06-30	11:00:00	3	1	0	A05,A06,A07,A08	1	50000
517	60	18	2025-06-30	20:00:00	0	1	1	F01,F02	0	24000
518	34	1	2025-06-30	11:00:00	3	0	0	D03,D04,D05	0	54000
519	29	1	2025-06-30	17:00:00	3	0	1	G05,G06,G07,G08	0	64000
520	78	8	2025-06-30	14:00:00	0	2	0	E04,E05	2	22400
521	16	61	2025-06-30	20:00:00	0	2	1	G03,G04,G05	1	24000
522	13	61	2025-06-30	8:00:00	3	1	0	H03,H04,H05,H06	2	40400
523	86	61	2025-06-30	23:00:00	3	0	0	H02,H03,H04	2	46800
524	32	8	2025-06-30	14:00:00	0	0	1	E04	2	6000
525	87	61	2025-06-30	23:00:00	1	2	2	B03,B04,B05,B06,B07	0	66000
526	54	5	2025-06-30	17:00:00	2	2	0	G05,G06,G07,G08	1	46000
527	43	3	2025-06-30	17:00:00	0	2	2	E05,E06,E07,E08	0	48000
528	44	5	2025-06-30	17:00:00	2	0	1	B01,B02,B03	1	28000
529	94	5	2025-06-30	23:00:00	1	2	1	A05,A06,A07,A08	0	56000
530	97	18	2025-06-30	8:00:00	0	1	0	C01	0	9800
531	3	5	2025-06-30	8:00:00	2	1	0	E04,E05,E06	1	17000
532	2	18	2025-06-30	23:00:00	3	1	1	B01,B02,B03,B04,B05	2	70800
533	41	1	2025-06-30	20:00:00	2	1	2	F02,F03,F04,F05,F06	1	52000
534	89	5	2025-06-30	17:00:00	3	0	2	D03,D04,D05,D06,D07	0	74000
535	30	1	2025-06-30	14:00:00	2	1	1	C02,C03,C04,C05	1	42000
536	84	1	2025-06-30	11:00:00	3	0	0	A02,A03,A04	1	36000
537	38	1	2025-06-30	23:00:00	2	0	0	F02,F03	0	36000
538	73	5	2025-06-30	8:00:00	2	1	1	D02,D03,D04,D05	2	34800
539	8	5	2025-06-30	23:00:00	0	2	0	G05,G06	2	22400
540	83	18	2025-06-30	20:00:00	3	2	0	G04,G05,G06,G07,G08	2	74800
541	44	18	2025-06-30	20:00:00	3	0	2	A01,A02,A03,A04,A05	1	56000
542	20	61	2025-07-01	20:00:00	1	2	2	H01,H02,H03,H04,H05	1	48000
543	34	61	2025-07-01	20:00:00	3	0	2	C04,C05,C06,C07,C08	0	74000
544	8	61	2025-07-01	11:00:00	2	1	2	F05,F06,F07,F08,F09	2	62800
545	5	61	2025-07-01	8:00:00	2	2	1	C04,C05,C06,C07,C08	0	51800
546	63	61	2025-07-01	20:00:00	2	2	0	C05,C06,C07,C08	2	56800
547	53	61	2025-07-01	14:00:00	2	2	0	C04,C05,C06,C07	2	56800
548	86	8	2025-07-01	17:00:00	1	2	0	E01,E02,E03	2	38800
549	37	5	2025-07-01	14:00:00	1	2	2	G01,G02,G03,G04,G05	0	66000
550	77	3	2025-07-01	14:00:00	0	2	2	E03,E04,E05,E06	2	42400
551	21	3	2025-07-01	8:00:00	1	0	2	E03,E04,E05	0	26600
552	82	3	2025-07-01	17:00:00	3	2	0	C03,C04,C05,C06,C07	2	74800
553	39	1	2025-07-01	11:00:00	2	2	0	F01,F02,F03,F04	0	64000
554	63	18	2025-07-01	11:00:00	2	0	1	G02,G03,G04	2	38800
555	25	1	2025-07-01	8:00:00	2	2	0	G02,G03,G04,G05	0	44800
556	86	1	2025-07-01	8:00:00	1	1	2	G05,G06,G07,G08	2	29200
557	4	1	2025-07-01	14:00:00	3	0	1	A01,A02,A03,A04	2	56800
558	52	3	2025-07-01	11:00:00	0	1	0	E03	1	0
559	93	1	2025-07-01	23:00:00	2	1	0	D05,D06,D07	2	42800
560	7	1	2025-07-01	17:00:00	0	0	2	F02,F03	2	16000
561	85	61	2025-07-01	17:00:00	0	2	2	B01,B02,B03,B04	1	34000
562	59	61	2025-07-01	11:00:00	1	1	1	B03,B04,B05	2	34800
563	80	61	2025-07-01	11:00:00	2	2	1	H04,H05,H06,H07,H08	0	74000
564	68	61	2025-07-01	23:00:00	2	0	1	C05,C06,C07	2	38800
565	35	61	2025-07-01	20:00:00	3	1	1	G01,G02,G03,G04,G05	1	60000
566	88	61	2025-07-01	14:00:00	1	2	1	F01,F02,F03,F04	1	38000
567	50	8	2025-07-01	14:00:00	2	2	0	B03,B04,B05,B06	1	46000
568	36	5	2025-07-01	14:00:00	1	1	1	D02,D03,D04	2	34800
569	38	3	2025-07-01	23:00:00	1	2	2	A02,A03,A04,A05,A06	0	66000
570	13	3	2025-07-01	20:00:00	3	1	0	E05,E06,E07,E08	2	60800
571	25	5	2025-07-01	11:00:00	0	1	0	E04	0	14000
572	4	18	2025-07-01	14:00:00	3	2	0	A02,A03,A04,A05,A06	0	82000
573	1	18	2025-07-01	20:00:00	1	2	0	F04,F05,F06	2	38800
574	45	1	2025-07-01	8:00:00	0	1	2	F01,F02,F03	0	23800
575	5	5	2025-07-01	23:00:00	1	2	1	E04,E05,E06,E07	1	38000
576	94	1	2025-07-01	23:00:00	0	2	1	G01,G02,G03	2	32400
577	37	3	2025-07-01	23:00:00	3	0	2	B03,B04,B05,B06,B07	1	56000
578	66	1	2025-07-01	20:00:00	2	1	1	E05,E06,E07,E08	1	42000
579	36	1	2025-07-01	14:00:00	2	0	0	D02,D03	0	36000
580	2	1	2025-07-01	20:00:00	0	0	2	C01,C02	1	10000
581	22	1	2025-07-01	20:00:00	0	2	1	F04,F05,F06	1	24000
582	3	61	2025-07-01	11:00:00	2	0	0	G05,G06	2	28800
583	57	61	2025-07-01	23:00:00	1	2	0	H04,H05,H06	0	46000
584	83	8	2025-07-01	17:00:00	1	0	2	B01,B02,B03	2	30800
585	78	8	2025-07-01	17:00:00	2	0	2	F05,F06,F07,F08	2	48800
586	7	8	2025-07-01	20:00:00	0	1	1	C03,C04	1	10000
587	76	5	2025-07-01	8:00:00	1	0	0	G01	1	0
588	52	3	2025-07-01	17:00:00	2	1	2	D02,D03,D04,D05,D06	1	52000
589	78	18	2025-07-01	17:00:00	1	2	0	D02,D03,D04	1	28000
590	18	1	2025-07-01	11:00:00	1	2	0	A01,A02,A03	2	38800
591	18	1	2025-07-01	11:00:00	3	0	0	G01,G02,G03	0	54000
592	17	5	2025-07-01	8:00:00	3	1	1	B05,B06,B07,B08,B09	1	36600
593	94	61	2025-07-01	20:00:00	1	2	1	E02,E03,E04,E05	2	48800
594	63	61	2025-07-01	11:00:00	0	2	0	C04,C05	0	28000
595	17	61	2025-07-01	17:00:00	3	2	0	E02,E03,E04,E05,E06	1	64000
596	7	61	2025-07-01	14:00:00	3	0	2	G02,G03,G04,G05,G06	1	56000
597	97	8	2025-07-01	14:00:00	1	0	2	F04,F05,F06	0	38000
598	99	3	2025-07-01	11:00:00	0	1	2	A02,A03,A04	1	20000
599	73	3	2025-07-01	17:00:00	3	0	2	B03,B04,B05,B06,B07	2	66800
600	77	5	2025-07-01	23:00:00	2	2	1	E02,E03,E04,E05,E06	2	66800
601	29	1	2025-07-01	14:00:00	0	2	0	F05,F06	2	22400
602	40	1	2025-07-01	11:00:00	0	2	2	A04,A05,A06,A07	2	42400
603	21	1	2025-07-01	14:00:00	2	0	0	E03,E04	1	18000
604	75	1	2025-07-01	17:00:00	2	2	0	D04,D05,D06,D07	2	56800
605	18	5	2025-07-01	8:00:00	2	2	1	F01,F02,F03,F04,F05	0	51800
606	81	61	2025-07-01	20:00:00	1	1	1	D05,D06,D07	0	42000
607	26	61	2025-07-01	11:00:00	1	0	0	A04	2	10800
608	26	8	2025-07-01	17:00:00	3	0	2	A04,A05,A06,A07,A08	0	74000
609	90	61	2025-07-01	20:00:00	1	1	1	D04,D05,D06	0	42000
610	82	61	2025-07-01	8:00:00	3	0	2	D04,D05,D06,D07,D08	1	33800
611	91	61	2025-07-01	11:00:00	0	2	1	C03,C04,C05	2	32400
612	4	8	2025-07-01	14:00:00	3	0	2	B01,B02,B03,B04,B05	0	74000
613	72	5	2025-07-01	8:00:00	0	2	2	B02,B03,B04,B05	0	33600
614	60	5	2025-07-01	23:00:00	3	1	1	F04,F05,F06,F07,F08	0	78000
615	40	5	2025-07-01	17:00:00	2	2	0	E05,E06,E07,E08	1	46000
616	33	3	2025-07-01	17:00:00	2	2	0	B01,B02,B03,B04	0	64000
617	67	5	2025-07-01	23:00:00	1	1	0	A02,A03	2	24800
618	48	18	2025-07-01	20:00:00	1	2	0	C05,C06,C07	0	46000
619	46	1	2025-07-01	14:00:00	3	1	0	H05,H06,H07,H08	2	60800
620	52	1	2025-07-01	8:00:00	0	2	1	E01,E02,E03	2	21000
621	33	5	2025-07-01	8:00:00	3	2	0	C03,C04,C05,C06,C07	0	57400
622	66	18	2025-07-01	8:00:00	0	0	1	G02	1	0
623	76	5	2025-07-01	20:00:00	1	1	0	F02,F03	2	24800
624	83	5	2025-07-01	8:00:00	0	0	1	B04	1	0
625	9	3	2025-07-01	8:00:00	1	0	2	D05,D06,D07	2	19400
626	39	5	2025-07-01	14:00:00	0	2	0	F05,F06	2	22400
627	94	1	2025-07-01	14:00:00	0	1	0	C04	0	14000
628	79	1	2025-07-01	17:00:00	2	0	0	F01,F02	1	18000
629	9	1	2025-07-01	11:00:00	0	1	2	C03,C04,C05	1	20000
630	47	1	2025-07-01	11:00:00	3	0	1	H03,H04,H05,H06	1	46000
631	82	61	2025-07-01	8:00:00	2	1	2	F02,F03,F04,F05,F06	1	31000
632	8	61	2025-07-01	23:00:00	0	2	2	G03,G04,G05,G06	2	42400
633	31	61	2025-07-01	11:00:00	2	2	1	B02,B03,B04,B05,B06	2	66800
634	60	8	2025-07-01	20:00:00	3	2	0	C01,C02,C03,C04,C05	2	74800
635	14	61	2025-07-01	20:00:00	0	0	2	H05,H06	0	20000
636	4	61	2025-07-01	11:00:00	1	0	2	G01,G02,G03	1	20000
637	40	8	2025-07-01	14:00:00	1	0	2	B03,B04,B05	1	20000
638	85	5	2025-07-01	17:00:00	1	2	2	G04,G05,G06,G07,G08	0	66000
639	52	5	2025-07-01	17:00:00	1	0	2	A03,A04,A05	0	38000
640	76	18	2025-07-01	20:00:00	3	0	1	E05,E06,E07,E08	1	46000
641	13	18	2025-07-01	20:00:00	2	1	1	B03,B04,B05,B06	1	42000
642	85	1	2025-07-01	11:00:00	1	0	0	E02	1	0
643	94	3	2025-07-01	23:00:00	0	1	0	B02	0	14000
644	6	1	2025-07-01	11:00:00	2	0	0	C03,C04	2	28800
645	1	3	2025-07-01	23:00:00	2	1	2	C03,C04,C05,C06,C07	1	52000
646	28	1	2025-07-01	14:00:00	2	1	2	F01,F02,F03,F04,F05	2	62800
647	18	5	2025-07-01	20:00:00	1	1	2	B02,B03,B04,B05	1	34000
648	97	61	2025-07-01	11:00:00	3	1	0	H03,H04,H05,H06	0	68000
649	46	61	2025-07-01	20:00:00	2	0	2	C03,C04,C05,C06	0	56000
650	52	61	2025-07-01	8:00:00	0	0	2	B02,B03	0	14000
651	45	61	2025-07-01	11:00:00	1	2	2	E02,E03,E04,E05,E06	0	66000
652	31	8	2025-07-01	8:00:00	0	1	0	D02	2	4200
653	59	8	2025-07-01	14:00:00	2	1	2	C01,C02,C03,C04,C05	1	52000
654	61	8	2025-07-01	11:00:00	2	0	1	B03,B04,B05	0	46000
655	88	5	2025-07-01	20:00:00	1	1	1	E02,E03,E04	1	24000
656	72	18	2025-07-01	8:00:00	0	1	0	C03	2	4200
657	19	1	2025-07-01	20:00:00	3	0	0	A05,A06,A07	2	46800
658	14	1	2025-07-01	8:00:00	2	1	1	H04,H05,H06,H07	1	24000
659	95	5	2025-07-01	11:00:00	3	0	2	F05,F06,F07,F08,F09	1	56000
660	62	3	2025-07-01	17:00:00	4	0	0	D05,D06,D07,D08	0	72000
661	55	1	2025-07-01	14:00:00	1	2	2	G03,G04,G05,G06,G07	2	58800
662	35	61	2025-07-01	23:00:00	3	2	0	D04,D05,D06,D07,D08	2	74800
663	71	61	2025-07-01	17:00:00	2	1	0	F04,F05,F06	0	50000
664	70	8	2025-07-01	23:00:00	0	2	2	D04,D05,D06,D07	2	42400
665	45	8	2025-07-01	11:00:00	1	2	1	B05,B06,B07,B08	0	56000
666	31	61	2025-07-01	17:00:00	0	1	2	A03,A04,A05	2	28400
667	30	5	2025-07-01	20:00:00	1	2	2	B03,B04,B05,B06,B07	0	66000
668	1	3	2025-07-01	20:00:00	2	2	1	B03,B04,B05,B06,B07	1	56000
669	29	18	2025-07-01	11:00:00	2	2	0	D04,D05,D06,D07	1	46000
670	69	3	2025-07-01	14:00:00	3	1	1	B02,B03,B04,B05,B06	1	60000
671	77	1	2025-07-01	8:00:00	2	0	0	F02,F03	1	7200
672	100	3	2025-07-01	11:00:00	3	2	0	A05,A06,A07,A08,A09	1	64000
673	89	5	2025-07-01	11:00:00	1	2	0	F01,F02,F03	0	46000
674	78	1	2025-07-01	17:00:00	1	0	0	F04	0	18000
675	84	61	2025-07-01	17:00:00	3	2	0	D02,D03,D04,D05,D06	0	82000
676	54	61	2025-07-01	8:00:00	0	1	1	C02,C03	1	2800
677	19	61	2025-07-01	11:00:00	0	1	2	E05,E06,E07	0	34000
678	54	61	2025-07-01	14:00:00	3	0	1	H02,H03,H04,H05	1	46000
679	3	61	2025-07-01	23:00:00	0	0	2	E05,E06	2	16000
680	54	61	2025-07-01	20:00:00	2	1	0	A01,A02,A03	0	50000
681	38	5	2025-07-01	11:00:00	2	0	0	G02,G03	2	28800
682	61	3	2025-07-01	17:00:00	1	2	0	A04,A05,A06	1	28000
683	30	5	2025-07-01	17:00:00	3	0	0	E04,E05,E06	2	46800
684	66	1	2025-07-01	8:00:00	1	1	1	C05,C06,C07	2	22200
685	35	1	2025-07-01	20:00:00	3	0	0	F03,F04,F05	1	36000
686	47	18	2025-07-01	11:00:00	3	0	1	D01,D02,D03,D04	1	46000
687	35	1	2025-07-01	23:00:00	3	0	1	G05,G06,G07,G08	2	56800
688	21	3	2025-07-01	17:00:00	0	1	1	D03,D04	0	24000
689	25	1	2025-07-01	8:00:00	3	0	2	H05,H06,H07,H08,H09	2	44600
690	54	1	2025-07-01	20:00:00	3	0	0	C01,C02,C03	0	54000
691	34	1	2025-07-01	14:00:00	0	2	0	B03,B04	1	14000
692	31	5	2025-07-01	23:00:00	0	0	1	B05	0	10000
693	69	61	2025-07-01	20:00:00	2	1	2	E01,E02,E03,E04,E05	1	52000
694	24	61	2025-07-01	20:00:00	2	1	2	D02,D03,D04,D05,D06	2	62800
695	8	8	2025-07-01	14:00:00	3	2	0	E01,E02,E03,E04,E05	2	74800
696	91	61	2025-07-01	17:00:00	3	2	0	C03,C04,C05,C06,C07	1	64000
